,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
2844,42,2690,589.0,1149,535,3.88,2,281100
2845,40,3092,549.0,1457,536,5.3377,2,373800
2846,45,3066,659.0,1287,625,3.5804,1,324400
2847,44,3298,615.0,1417,643,4.1324,1,434800
2848,25,3420,977.0,1718,947,3.1033,1,217900
2849,39,2099,397.0,1500,380,4.8304,1,493200
2850,23,5465,1494.0,2511,1359,3.4531,1,210900
2851,29,3559,1034.0,1658,965,3.2643,1,163900
2852,17,3404,1011.0,1694,949,2.9511,1,282300
2853,44,2734,415.0,1057,424,7.9213,1,477800
2854,39,2902,460.0,1007,420,6.1953,1,363000
2855,38,3039,487.0,1131,465,7.7116,1,360900
2856,50,2443,494.0,947,451,4.7344,1,314700
2857,16,3569,821.0,1505,783,4.9167,1,251100
2858,49,4438,803.0,1650,741,5.1072,1,479700
2859,38,2638,432.0,1284,433,5.4536,1,342700
2860,27,3787,913.0,1992,853,3.301,2,251200
2861,28,4465,985.0,2273,949,3.5671,2,228500
2862,30,2201,559.0,1194,531,4.1136,2,279900
2863,34,2921,641.0,1541,562,3.6827,1,264100
2864,41,2869,563.0,1627,533,5.0736,1,270700
2865,42,2628,525.0,1494,523,3.9464,1,257200
2866,42,1969,353.0,927,354,5.5924,1,285300
2867,32,2830,645.0,1500,527,3.0819,1,214600
2868,36,2966,527.0,1231,482,4.6442,1,316800
2869,49,3367,523.0,1317,495,6.706,1,351400
2870,49,2812,478.0,1329,490,5.2503,1,292900
2871,49,2057,430.0,1103,414,4.0556,1,282600
2872,34,2918,555.0,1435,568,4.2344,1,306300
2873,19,2742,756.0,1396,703,2.5663,1,197500
2874,21,3862,1186.0,2773,1102,2.7816,1,188200
2875,26,3050,825.0,2153,772,3.1103,1,214100
2876,20,3447,1007.0,2622,934,2.918,1,208700
2877,24,4670,1185.0,2478,1107,3.1975,1,252400
2878,36,6119,1513.0,2719,1402,3.8427,1,319700
2879,38,2231,489.0,940,484,5.4165,1,435100
2880,37,2246,481.0,995,459,4.2944,1,354700
2881,39,2618,582.0,1314,532,3.5875,1,309300
2882,39,3856,867.0,1847,830,3.4559,1,364900
2883,31,5715,1154.0,2639,1079,4.1661,1,364400
2884,39,1758,436.0,892,447,3.6406,1,278900
2885,26,4971,996.0,2370,932,4.9676,1,381400
2886,25,4444,647.0,1922,652,8.058,1,477300
2887,27,4073,1013.0,2411,933,3.108,1,231000
2888,27,1935,460.0,1456,382,2.8062,1,192800
2889,36,3514,818.0,2277,828,3.1211,1,229300
2890,48,3697,816.0,2446,787,3.3988,1,199200
2891,28,4164,1127.0,2934,1014,2.7483,1,218800
2892,38,1745,457.0,1547,460,2.85,1,219000
2893,24,3988,1098.0,2909,1034,2.7036,1,170000
2894,30,1433,397.0,1110,346,2.3464,1,191700
2895,24,2999,786.0,2937,796,2.9405,1,217800
2896,44,2012,435.0,1454,456,3.3229,1,226600
2897,25,4870,1371.0,3518,1296,3.2307,1,188400
2898,42,2562,781.0,1936,687,2.2214,1,219000
2899,40,1931,449.0,1367,446,2.575,1,228400
2900,27,6010,1532.0,3620,1445,2.7436,1,201700
2901,41,1379,315.0,1249,309,2.6553,1,183100
2902,44,2352,484.0,1517,463,4.2833,1,258000
2903,29,1937,448.0,1352,433,3.81,1,234600
2904,20,3090,802.0,2109,738,3.3801,1,192500
2905,34,2578,645.0,1628,617,2.34,1,210900
2906,34,2253,522.0,1262,511,3.4375,1,259800
2907,33,2178,445.0,1153,400,3.6083,1,212000
2908,32,4275,537.8705525375618,2812,1012,3.3512,1,214100
2909,36,2679,548.0,1605,533,3.5313,1,213200
2910,40,1904,393.0,1183,364,3.6696,1,210400
2911,38,1889,407.0,1330,396,3.9219,1,205200
2912,43,1716,402.0,1343,386,2.9688,1,211400
2913,34,1513,384.0,986,336,2.6901,1,235600
2914,33,1430,344.0,1165,328,3.0357,1,206000
2915,37,2894,659.0,1977,636,2.543,1,208100
2916,24,4510,1296.0,3985,1240,2.6884,1,204600
2917,46,2822,525.0,1434,520,3.8906,1,238300
2918,42,3172,644.0,1829,642,3.3966,1,243200
2919,30,2350,472.0,945,467,3.3421,1,201000
2920,25,3603,1003.0,2719,913,2.6981,1,208000
2921,49,1782,374.0,1010,367,3.1583,1,268200
2922,34,3848,991.0,2814,972,2.6716,1,227100
2923,35,2248,537.8705525375618,1762,622,3.0,1,253900
2924,35,2517,662.0,1883,607,2.5787,1,223000
2925,36,2433,585.0,1565,563,3.2344,1,234900
2926,32,1880,428.0,1404,424,3.085,1,220500
2927,45,1770,423.0,1410,389,3.0592,1,212500
2928,23,1190,347.0,965,327,2.2261,1,211800
2929,17,1714,572.0,1590,568,1.1875,1,183900
2930,20,2130,654.0,1870,578,2.3664,1,192200
2931,19,3215,907.0,3072,870,2.3393,1,202300
2932,18,2609,721.0,2221,703,2.3224,1,192300
2933,39,2390,444.0,1246,422,3.7857,1,245700
2934,44,1626,383.0,1063,334,2.4348,1,220700
2935,47,2994,543.0,1651,561,3.8644,1,241500
2936,42,3836,777.0,2118,754,3.6364,1,254600
2937,28,3855,922.0,2517,874,3.505,1,204300
2938,25,4284,741.0,2163,701,6.1509,1,315100
2939,25,5478,1136.0,3062,1096,3.4118,1,341100
2940,31,3362,799.0,1939,754,3.5089,1,305800
2941,33,3287,649.0,1783,653,3.8472,1,293300
2942,30,1692,398.0,1130,365,2.8672,1,198500
2943,27,5257,1082.0,3496,1036,3.3906,1,237200
2944,35,3229,616.0,1879,595,3.9531,1,268400
2945,39,1880,367.0,954,349,3.875,1,236400
2946,35,1729,438.0,1308,412,2.5321,1,197200
2947,25,1526,388.0,1304,378,3.1892,1,214700
2948,32,1273,344.0,1148,368,2.1061,1,214700
2949,16,2416,565.0,1750,514,2.8229,1,163700
2950,14,2628,668.0,2208,574,2.9764,1,160300
2951,21,1349,352.0,1188,330,2.5,1,182100
2952,29,1179,313.0,1255,308,2.5964,1,176800
2953,36,1240,349.0,1383,338,2.4931,1,170300
2954,36,3661,956.0,3816,931,2.5104,1,185000
2955,33,3437,1081.0,3817,1042,2.25,1,203700
2956,30,1980,552.0,2264,511,2.6094,1,179400
2957,38,3230,840.0,3485,827,2.629,1,171600
2958,20,5841,1146.0,3273,1131,4.7222,1,185100
2959,31,2852,740.0,3100,725,2.9524,1,178800
2960,36,1463,369.0,1492,366,3.25,1,179200
2961,30,1547,436.0,1700,410,2.5488,1,187500
2962,22,1764,357.0,1379,363,3.5357,1,199000
2963,31,3559,734.0,2975,715,3.756,1,183300
2964,26,1495,328.0,1296,304,2.913,1,152300
2965,18,5580,1369.0,3842,1276,3.6512,1,168500
2966,23,3436,565.0,1729,529,5.9941,1,266700
2967,28,3913,696.0,2264,697,5.2446,1,258000
2968,32,3775,786.0,2416,792,3.6625,1,247600
2969,36,1938,364.0,1118,374,3.5833,1,227300
2970,40,1444,312.0,881,303,3.1083,1,220500
2971,43,1949,464.0,1216,457,3.3214,1,209300
2972,40,1966,391.0,1120,362,3.7109,1,198800
2973,36,1493,316.0,989,293,3.5272,1,213700
2974,42,2205,451.0,1392,423,4.3646,1,211400
2975,34,2103,427.0,1355,434,4.5795,1,235300
2976,29,4943,674.0,1913,641,6.8189,1,379300
2977,30,4873,667.0,1995,638,7.2472,1,441900
2978,35,4055,652.0,1758,639,6.1898,1,282400
2979,36,4297,717.0,2038,700,5.2851,1,258800
2980,37,2414,323.0,878,305,9.1541,1,453800
2981,25,3548,639.0,2653,664,5.2557,1,188800
2982,34,1962,396.0,1488,332,3.9091,1,155100
2983,38,2245,444.0,1540,419,3.7986,1,171000
2984,32,1973,401.0,1322,386,3.4861,1,158100
2985,42,1392,351.0,1471,348,2.63,1,143800
2986,35,1188,342.0,1373,332,2.9107,1,150900
2987,34,1914,549.0,2122,529,2.5969,1,150200
2988,14,3789,810.0,2551,793,2.9321,1,144200
2989,36,1248,322.0,1282,326,3.2031,1,147600
2990,36,1465,363.0,1538,342,3.5469,1,150600
2991,36,1722,353.0,1174,335,3.045,1,160600
2992,35,1580,331.0,1290,338,4.1458,1,162500
2993,35,2787,639.0,1923,614,3.5757,1,177900
2994,38,1683,328.0,1369,339,3.6196,1,170700
2995,37,1419,310.0,1125,296,2.5,1,162000
2996,36,2024,590.0,2028,573,2.8152,1,163900
2997,32,1165,358.0,997,361,0.9817,1,166300
2998,35,1625,302.0,1134,288,4.5595,1,164900
2999,40,1723,370.0,1221,370,3.3562,1,169200
3000,38,1862,319.0,975,305,4.7266,1,177600
3001,34,5002,917.0,2597,893,3.9243,1,219800
3002,37,2976,636.0,2117,598,4.1058,1,167300
3003,42,2480,401.0,1085,438,5.193,1,263400
3004,36,3531,754.0,1613,697,3.2359,1,198600
3005,38,1619,537.8705525375618,886,357,3.7328,1,182400
3006,50,1951,458.0,1362,454,3.0,1,163200
3007,41,1406,428.0,1174,390,2.0147,1,137500
3008,41,1694,413.0,1222,387,2.8311,1,155300
3009,30,5308,854.0,2114,838,5.1985,1,279200
3010,46,1974,465.0,880,441,2.7578,1,236800
3011,43,2446,764.0,1699,692,2.625,1,163300
3012,28,1617,507.0,1158,486,1.9688,1,165600
3013,25,3040,831.0,1580,735,2.3182,1,182100
3014,47,2530,565.0,1262,509,3.6475,1,197100
3015,32,2468,552.0,1190,479,3.8275,1,238500
3016,34,1903,293.0,887,306,6.148,1,313800
3017,30,6540,991.0,3124,953,6.0663,1,372600
3018,36,1805,288.0,882,308,5.3054,1,273500
3019,36,2002,361.0,913,311,4.5446,1,244700
3020,36,2071,398.0,988,404,4.6226,1,219700
3021,39,1996,389.0,1029,387,4.65,1,224300
3022,39,2126,434.0,1103,433,3.2852,1,196200
3023,36,2149,527.0,1359,481,2.824,1,167900
3024,29,2376,700.0,1968,680,2.6082,1,162500
3025,25,2945,914.0,2313,832,2.5686,1,177500
3026,22,2185,623.0,1644,606,2.593,1,192000
3027,38,2139,426.0,1138,412,4.2917,1,168900
3028,36,1681,329.0,964,311,4.108,1,181200
3029,37,1745,365.0,1022,368,4.0536,1,171400
3030,34,1882,428.0,1034,375,3.6509,1,173200
3031,37,1772,321.0,934,326,4.1471,1,177800
3032,36,2722,515.0,1390,486,3.8214,1,178500
3033,37,1948,395.0,1163,379,3.225,1,154000
3034,42,1430,338.0,1269,321,3.3214,1,148800
3035,37,2622,652.0,2778,644,2.9714,1,160300
3036,34,1759,431.0,1282,391,3.0491,1,158200
3037,34,2142,390.0,1305,406,4.0379,1,172800
3038,36,2854,688.0,2816,673,3.6,1,154000
3039,37,1645,308.0,1077,320,4.3203,1,159200
3040,32,3304,714.0,2032,690,3.2093,1,167800
3041,39,1639,300.0,988,309,3.9612,1,175800
3042,36,1887,370.0,1006,329,3.1554,1,170700
3043,32,3400,826.0,3017,793,2.4607,1,155600
3044,36,1620,298.0,1258,309,3.9773,1,166700
3045,36,1678,323.0,1380,352,3.5481,1,163300
3046,39,1473,297.0,1108,294,4.1389,1,166000
3047,35,2664,541.0,2033,491,3.7326,1,164300
3048,35,2426,529.0,2010,514,2.9922,1,163500
3049,33,1927,482.0,1623,479,3.5268,1,152000
3050,33,2125,500.0,1672,476,3.6397,1,166600
3051,36,3271,603.0,2593,616,3.3621,1,169700
3052,36,1991,396.0,1306,403,4.5,1,166600
3053,38,1657,335.0,1195,309,4.1711,1,160100
3054,20,1878,548.0,1461,516,2.9821,1,142500
3055,36,2013,435.0,1476,475,3.9549,1,192100
3056,40,1743,328.0,981,291,3.6667,1,173100
3057,32,1962,387.0,1274,398,4.8304,1,160600
3058,37,1743,348.0,1328,354,3.0944,1,162800
3059,35,2104,399.0,1659,387,4.0096,1,165000
3060,34,1431,310.0,1162,288,4.369,1,165400
3061,20,1911,472.0,1407,465,2.7647,1,163000
3062,36,2762,472.0,1576,493,4.0846,1,183400
3063,36,1585,323.0,1205,343,4.5306,1,183400
3064,33,1976,404.0,1379,395,3.8542,1,175400
3065,21,3933,949.0,2219,820,2.4926,1,171400
3066,35,1945,357.0,1227,359,5.2162,1,171900
3067,31,3808,670.0,2430,660,4.625,1,173900
3068,36,1976,368.0,1236,355,4.615,1,174000
3069,33,1954,390.0,1600,376,3.6125,1,170800
3070,35,2107,480.0,2241,443,3.1513,1,150000
3071,33,1999,470.0,2170,466,3.2371,1,154700
3072,22,3382,800.0,2688,784,3.875,1,164700
3073,35,2075,424.0,1312,396,3.7969,1,164800
3074,30,1414,332.0,1307,315,3.0,1,158300
3075,35,2108,405.0,1243,394,3.6731,1,167000
3076,35,1805,387.0,1505,366,4.1667,1,151900
3077,34,1995,417.0,1573,407,3.4907,1,153500
3078,36,1726,332.0,1293,310,4.3849,1,144100
3079,35,2469,522.0,2151,537,3.4219,1,156200
3080,35,2400,398.0,1218,408,4.1312,1,193800
3081,35,2470,416.0,1386,411,5.2736,1,179500
3082,30,2572,521.0,1564,501,3.4861,1,177200
3083,34,1748,386.0,917,378,3.4792,1,169000
3084,36,1705,299.0,871,296,4.6184,1,179800
3085,33,2382,404.0,1339,389,5.3016,1,192200
3086,23,4815,1081.0,3232,1016,3.488,1,191800
3087,35,2085,400.0,1112,391,3.4886,1,173900
3088,32,2562,491.0,1222,446,4.0985,1,226200
3089,27,3142,509.0,1520,503,6.2924,1,232500
3090,33,2299,431.0,1049,447,3.6458,1,208100
3091,30,2395,565.0,1214,521,3.7045,1,212300
3092,35,2603,482.0,1305,507,3.9543,1,214400
3093,36,2911,534.0,1395,486,5.1738,1,203700
3094,36,1921,329.0,969,327,4.9191,1,188700
3095,31,3395,742.0,1886,737,4.4118,1,174400
3096,33,4711,988.0,2984,931,3.6028,1,184700
3097,34,2424,468.0,1293,444,3.275,1,189900
3098,34,4039,694.0,2269,663,5.2305,1,205100
3099,26,2830,399.0,1204,404,6.1273,1,289600
3100,19,5166,770.0,2374,753,5.979,1,285200
3101,27,3708,718.0,1921,721,4.375,1,210400
3102,24,4534,967.0,2547,895,3.9575,1,215400
3103,27,3700,537.8705525375618,1793,552,5.3668,1,219800
3104,27,5805,1152.0,3106,1144,4.061,1,222700
3105,33,2161,383.0,1235,383,5.6454,1,202800
3106,30,1677,372.0,1021,332,3.5859,1,199700
3107,34,1932,315.0,1053,316,5.1377,1,213300
3108,35,1758,309.0,972,338,4.3831,1,209800
3109,35,1942,332.0,1127,325,4.5144,1,206300
3110,26,2968,674.0,1655,628,4.6094,1,201000
3111,34,1653,292.0,1003,310,4.6,1,203400
3112,33,2046,327.0,1018,320,4.2292,1,212800
3113,36,2417,421.0,1276,426,5.5601,1,205200
3114,34,2678,511.0,1540,497,4.4954,1,202900
3115,34,2169,418.0,1169,406,3.2222,1,218700
3116,32,2722,571.0,2541,462,4.2305,1,221400
3117,35,2182,390.0,1248,399,5.4236,1,216700
3118,34,1636,358.0,977,357,3.5938,1,209900
3119,34,2518,429.0,1309,421,4.7861,1,210700
3120,32,4040,832.0,2526,798,3.2143,1,160100
3121,35,2323,406.0,1741,398,4.2437,1,164100
3122,27,3797,597.0,2043,614,5.5,1,276800
3123,28,1984,313.0,1099,343,4.5526,1,250200
3124,33,4853,1105.0,2855,1006,3.2622,1,208600
3125,25,2655,558.0,1466,525,3.0529,1,265800
3126,20,2595,428.0,1751,479,5.6112,1,308000
3127,29,2077,564.0,2087,543,2.66,1,189200
3128,23,1724,576.0,1336,542,1.3365,1,183300
3129,42,1436,298.0,1005,298,3.4297,1,195800
3130,40,1727,309.0,932,313,3.95,1,210200
3131,43,1539,386.0,1122,377,2.4605,1,196000
3132,36,1595,383.0,1105,359,2.4286,1,205600
3133,32,1789,528.0,1429,517,1.8906,1,224500
3134,31,4267,1070.0,3176,1071,3.0212,1,208200
3135,40,2988,690.0,2144,667,2.3359,1,189300
3136,44,2003,390.0,1291,392,4.0625,1,201100
3137,42,2203,467.0,1470,488,2.8385,1,192200
3138,45,1569,359.0,1203,359,2.4612,1,180500
3139,43,2172,605.0,2386,597,2.8239,1,150600
3140,43,2006,472.0,1687,463,1.7991,1,158800
3141,42,1481,411.0,1206,394,2.6806,1,189300
3142,22,2991,791.0,2486,754,1.5078,1,181900
3143,38,1076,286.0,1535,323,2.7026,1,145000
3144,35,1256,294.0,2990,302,3.1528,1,121800
3145,44,1856,461.0,1853,452,2.5033,1,131900
3146,37,1715,456.0,2052,440,2.3125,1,116100
3147,42,1291,345.0,1535,332,1.9083,1,119200
3148,38,3272,731.0,3299,726,2.8295,1,126500
3149,36,1807,630.0,2118,669,1.55,1,129000
3150,39,1074,323.0,1613,308,2.3015,1,131700
3151,42,1670,537.8705525375618,1997,452,2.788,1,150500
3152,27,1346,340.0,1177,295,1.7995,1,153400
3153,40,1279,316.0,1438,329,2.1774,1,157600
3154,43,1682,422.0,1706,409,2.1029,1,153300
3155,37,2115,580.0,2842,572,2.239,1,121300
3156,42,2250,629.0,2588,609,1.9719,1,134200
3157,40,2631,698.0,2920,677,2.0764,1,145600
3158,45,1535,432.0,1820,419,1.7801,1,142800
3159,36,1138,296.0,1484,320,2.2813,1,150700
3160,37,2631,734.0,3228,701,2.15,1,132200
3161,34,1478,369.0,1735,348,1.8875,1,136700
3162,42,1845,497.0,2191,492,2.3462,1,127300
3163,41,2099,530.0,2325,528,2.1979,1,140800
3164,43,1636,506.0,1855,502,2.2902,1,152400
3165,44,1629,420.0,1893,387,2.2991,1,137500
3166,40,2201,636.0,2682,595,2.359,1,143400
3167,35,1734,493.0,2053,508,2.1442,1,149200
3168,41,1256,391.0,1511,381,1.7981,1,166000
3169,47,1055,298.0,1303,302,2.6964,1,138800
3170,34,1474,511.0,1962,501,1.8715,1,139600
3171,42,2729,725.0,3004,722,2.3438,1,154300
3172,37,2344,631.0,2195,610,2.7022,1,151900
3173,40,1552,537.8705525375618,1919,427,2.2596,1,137500
3174,44,1218,374.0,1175,342,1.9688,1,173900
3175,44,1715,460.0,1740,423,2.7019,1,153300
3176,40,1912,502.0,2077,500,2.6,1,180600
3177,42,1384,458.0,1825,455,1.4178,1,145500
3178,46,1746,447.0,1296,392,2.3929,1,156800
3179,42,1973,510.0,1841,502,2.5326,1,156500
3180,40,2412,629.0,2119,600,2.075,1,151100
3181,31,3281,768.0,2385,733,2.7308,1,173800
3182,40,1417,338.0,1068,331,2.4259,1,164600
3183,33,1956,478.0,1472,464,1.9867,1,166300
3184,32,2122,591.0,1929,539,2.7311,1,169300
3185,24,2403,590.0,2103,547,2.7292,1,193800
3186,38,2573,484.0,1568,459,3.0208,1,193700
3187,33,2886,726.0,2650,728,2.625,1,178700
3188,22,1141,332.0,1189,321,2.2042,1,162500
3189,27,2316,559.0,2012,544,2.8155,1,176800
3190,26,2296,534.0,1777,507,2.5395,1,191000
3191,24,1705,479.0,2037,459,2.4219,1,137500
3192,17,3361,925.0,3264,914,2.2813,1,145600
3193,32,3218,739.0,2368,730,3.1406,1,175300
3194,37,1341,336.0,1233,306,3.6583,1,150500
3195,30,1228,358.0,1603,323,3.0225,1,130800
3196,36,1657,425.0,1689,418,2.7799,1,149300
3197,24,1402,482.0,1976,466,2.6964,1,163200
3198,34,2283,809.0,3032,832,2.4387,1,175000
3199,27,1095,340.0,1300,318,2.6548,1,123200
3200,30,2562,959.0,3909,955,1.9929,1,150600
3201,41,2215,544.0,2054,480,1.5272,1,100300
3202,41,1486,509.0,2312,541,1.3963,1,92900
3203,44,1087,335.0,1441,310,1.6667,1,112500
3204,40,1867,633.0,2223,609,1.7207,1,105100
3205,37,1045,361.0,1666,337,1.7929,1,97200
3206,39,1553,461.0,2271,437,1.7378,1,121900
3207,37,1503,392.0,1886,401,2.5637,1,125000
3208,37,1196,364.0,1622,327,2.125,1,108900
3209,30,1971,645.0,2650,605,2.0357,1,169900
3210,32,2643,737.0,2784,711,2.5352,1,184400
3211,36,1514,453.0,1496,448,2.1044,1,148200
3212,18,1781,765.0,1913,702,1.2059,1,255000
3213,34,2225,753.0,2980,736,1.6685,1,128800
3214,35,1366,496.0,2160,497,2.2059,1,150000
3215,35,1863,537.0,2274,510,2.1005,1,171300
3216,39,1315,306.0,1257,298,3.2788,1,169000
3217,35,1705,562.0,2212,539,2.325,1,161500
3218,35,1705,523.0,2252,508,2.3421,1,154200
3219,33,1134,375.0,1615,354,2.1468,1,141700
3220,40,1547,434.0,1930,427,3.3869,1,157300
3221,42,1429,436.0,1537,389,3.0114,1,157500
3222,37,2073,614.0,2544,598,2.9054,1,156300
3223,35,1608,465.0,2140,488,3.1979,1,154700
3224,30,1474,459.0,1844,464,2.551,1,160000
3225,35,1172,436.0,1741,408,2.4596,1,154700
3226,36,1273,379.0,1398,353,2.4516,1,147800
3227,31,1186,387.0,2087,409,1.9132,1,154600
3228,43,1091,320.0,1418,316,2.1522,1,159400
3229,30,1790,556.0,1827,520,1.7562,1,181300
3230,34,2700,763.0,2815,767,2.4196,1,178400
3231,32,1403,399.0,1506,375,2.0,1,172700
3232,30,2369,753.0,3259,770,2.1964,1,158500
3233,30,1911,562.0,2055,534,2.3917,1,154600
3234,36,988,337.0,1508,351,2.4375,1,154800
3235,38,1010,315.0,1157,301,1.6341,1,161800
3236,27,1871,556.0,2542,581,2.8427,1,164400
3237,24,1880,642.0,2646,605,2.1836,1,162000
3238,30,1735,573.0,2237,545,2.3444,1,156100
3239,35,1230,407.0,1512,364,2.152,1,170800
3240,31,3388,1059.0,3558,957,2.4049,1,159000
3241,33,2410,641.0,2106,593,2.2422,1,168200
3242,30,2887,866.0,2806,830,2.2122,1,169400
3243,34,3214,899.0,3086,808,2.0057,1,189400
3244,40,1698,431.0,1280,405,2.625,1,206300
3245,38,1477,374.0,1514,408,2.5703,1,178600
3246,32,1174,373.0,1758,361,2.4263,1,158100
3247,33,1903,469.0,1882,435,2.4071,1,170500
3248,23,1516,457.0,1977,435,2.3068,1,157800
3249,30,2419,715.0,3208,719,2.1743,1,176000
3250,29,1846,530.0,2576,528,2.63,1,156000
3251,31,2064,612.0,2461,573,2.0524,1,160800
3252,36,1407,385.0,1763,350,2.6364,1,150000
3253,33,1196,313.0,1448,320,2.9375,1,162500
3254,39,1444,447.0,1890,416,2.1181,1,176600
3255,32,1347,434.0,1756,438,1.9464,1,190600
3256,31,1363,428.0,1897,364,2.3929,1,191100
3257,31,1236,329.0,1486,337,3.0938,1,155400
3258,33,1201,340.0,1482,334,2.4821,1,150000
3259,33,1471,451.0,2272,482,2.5385,1,160900
3260,25,2249,681.0,2621,628,2.3,1,164200
3261,24,1635,507.0,2480,481,2.4432,1,187500
3262,29,2913,787.0,3803,740,2.5556,1,146500
3263,28,3507,969.0,3740,970,2.0162,1,142000
3264,27,2911,972.0,3559,945,1.9485,1,146300
3265,28,2474,702.0,2830,694,2.754,1,166200
3266,44,3114,779.0,2959,776,3.1875,1,171700
3267,38,2090,519.0,1871,504,2.4688,1,169000
3268,49,1409,313.0,1268,317,3.9408,1,170600
3269,43,1751,400.0,1558,379,3.0313,1,166100
3270,47,1147,297.0,1097,307,2.6384,1,162900
3271,44,2748,715.0,2962,703,2.6951,1,169300
3272,44,3186,876.0,3913,842,3.0143,1,148200
3273,47,1688,386.0,1663,381,4.0609,1,171300
3274,38,1657,467.0,2033,443,2.1429,1,118500
3275,43,1357,349.0,1657,331,2.0819,1,111800
3276,41,1182,346.0,1644,346,2.1473,1,115100
3277,37,1053,263.0,1354,292,2.5833,1,112500
3278,39,1346,380.0,1520,356,1.1635,1,108700
3279,43,1735,535.0,2288,524,1.9119,1,98800
3280,43,1876,454.0,1571,458,2.0323,1,112500
3281,38,1231,346.0,1217,354,1.8661,1,106600
3282,34,1724,432.0,1876,416,2.1078,1,100600
3283,43,2015,419.0,1543,399,1.8672,1,98100
3284,48,1766,424.0,1655,420,0.9751,1,95500
3285,41,1576,339.0,1252,302,1.9798,1,98100
3286,44,1338,366.0,1765,388,1.7778,1,109900
3287,37,1602,388.0,1553,342,2.0655,1,93400
3288,39,2050,529.0,1959,485,2.1389,1,168900
3289,39,2265,628.0,2323,599,2.1522,1,155300
3290,32,2232,603.0,2361,608,2.5966,1,170900
3291,36,1542,458.0,1711,468,1.9028,1,164200
3292,35,1437,474.0,2113,484,2.6179,1,158800
3293,42,1380,331.0,1290,288,2.8,1,161800
3294,38,1889,565.0,2087,559,1.7778,1,154000
3295,36,1679,483.0,2249,487,2.8167,1,160400
3296,42,1977,570.0,2406,557,2.5913,1,151600
3297,43,1683,520.0,2190,494,2.2391,1,152800
3298,42,1046,287.0,1218,289,2.6538,1,143400
3299,42,1115,297.0,1412,325,3.0903,1,153500
3300,44,2144,477.0,1760,452,2.3221,1,161600
3301,41,1512,400.0,1690,367,3.055,1,167000
3302,37,2127,533.0,2021,480,2.9773,1,164600
3303,43,1686,446.0,1590,474,2.3241,1,159300
3304,43,1500,419.0,1726,440,1.8641,1,165100
3305,35,1924,520.0,2101,541,2.4267,1,151500
3306,32,1116,328.0,1265,302,2.295,1,155200
3307,35,2134,650.0,2248,587,2.2988,1,153400
3308,35,2129,614.0,2376,618,2.0372,1,160800
3309,45,1818,408.0,1705,373,4.0441,1,157500
3310,40,2227,594.0,2244,580,2.4459,1,143800
3311,41,1807,442.0,1628,443,2.84,1,156100
3312,45,1871,371.0,1315,382,3.3661,1,160800
3313,45,1403,315.0,1111,311,3.3846,1,168100
3314,41,1368,309.0,1244,312,3.0833,1,164800
3315,42,1651,463.0,1559,436,2.3882,1,148100
3316,44,1413,298.0,1200,307,3.5125,1,169300
3317,45,1570,328.0,1321,300,3.7361,1,171800
3318,43,1934,511.0,1895,493,2.5029,1,159700
3319,40,979,296.0,934,292,2.6354,1,151800
3320,42,2309,685.0,2609,673,2.7206,1,162100
3321,32,2210,456.0,1270,484,4.7708,1,178600
3322,39,2121,579.0,1991,528,2.9094,1,152200
3323,42,2608,610.0,2062,616,3.5341,1,167500
3324,43,2724,612.0,2340,570,2.7,1,165000
3325,23,1991,584.0,1380,535,1.9107,1,181900
3326,36,2447,503.0,1532,498,4.3667,1,171800
3327,43,2099,398.0,1276,387,3.1528,1,166800
3328,41,1806,408.0,1146,374,2.9643,1,162200
3329,39,1157,273.0,877,305,3.1087,1,171000
3330,32,2035,519.0,2282,480,3.2734,1,136400
3331,36,1356,314.0,1469,300,2.0785,1,139800
3332,31,1516,400.0,1820,398,2.1641,1,122900
3333,42,1829,391.0,1614,377,3.1912,1,146400
3334,40,1929,417.0,1780,419,3.4402,1,149400
3335,44,1613,345.0,1227,342,3.1667,1,145700
3336,43,2339,487.0,1732,449,3.0987,1,139400
3337,42,1411,314.0,1432,322,3.0871,1,138800
3338,38,1626,307.0,1280,295,3.5313,1,146500
3339,30,2831,862.0,3649,883,1.9668,1,152100
3340,36,2210,634.0,2341,553,2.1715,1,131100
3341,33,2739,801.0,3423,741,2.2847,1,132700
3342,36,1191,345.0,1193,295,2.5185,1,138800
3343,36,1337,382.0,1769,393,2.6953,1,121000
3344,39,1921,483.0,2286,470,3.0167,1,130000
3345,37,1705,403.0,1839,410,2.5833,1,132700
3346,35,1669,445.0,1870,412,3.0417,1,117300
3347,32,2698,640.0,1953,613,1.2222,1,107200
3348,44,1737,363.0,1184,343,2.5363,1,95900
3349,42,3320,682.0,2105,632,1.9809,1,104600
